COD_ID,NOME,SUB,SUB_NOME,MUN,CONJ_CODIGO,CONJ_NOME,kVA_instalado,kW_DER,n_DER,empreendimentos_mmgd,potencia_kw_mmgd,potencia_kw_bdgd_mesmas_chaves,diferenca_kw_mmgd_menos_bdgd_mesmas_chaves,diferenca_kw_mmgd_menos_bdgd_total,penetracao_gd_pct,cobertura_vs_bdgd_pct,fonte_predominante,classe_predominante,subgrupo_predominante,periodo_primeira_data,periodo_ultima_data
GDL00002,LDA RIBEYROLLES,1258,SETD GUADALUPE,3304557,15036,GUADALUPE AEREO,7070.0,207.44,10,10,207.44,207.44,0.0,0.0,2.934087694483734,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-11-14,2025-12-10
FCN0001,LDA CARMONETO,10386105,SETD FREI CANECA,3304557,15049,FREI CANECA AEREO,7177.5,219.58,13,12,207.10000000000002,207.58,-0.47999999999998977,-12.48,2.8854057819575067,94.31642226067949,UFV — Radiação solar,Comercial (CO),B3,2019-02-14,2024-07-10
LPD29480,LDA CARUBE,10386033,SETD LEOPOLDO,3304557,15030,LEOPOLDO AEREO,3792.5,208.7,31,31,206.74000000000004,208.70000000000002,-1.9599999999999795,-1.96,5.451285431773238,99.06085289889796,UFV — Radiação solar,Residencial (RE),B1,2015-07-30,2025-08-18
VGE35061,LDA ACARI,1267,SETD VIGARIO GERAL,3304557,15062,VIGARIO GERAL AEREO,4232.5,243.52,17,16,206.46,206.46,0.0,-37.06,4.877968103957472,84.78153745072272,UFV — Radiação solar,Comercial (CO),B3,2022-03-14,2025-11-07
JAB010,LDA MONTEIRO,18520749,SETD JABOATAO,3304557,15029,JABOATAO AEREO,3982.5,213.81,17,16,205.81,209.81,-4.0,-8.0,5.167859384808537,96.2583602263692,UFV — Radiação solar,Comercial (CO),B3,2019-10-09,2025-07-14
BPN29920,LDA OURIQUE,1159,SETD BRAS DE PINA,3304557,15045,AGUA GRANDE AEREO,4552.5,343.41,8,7,205.58,205.58,0.0,-137.83,4.515760571114772,59.864302146122704,UFV — Radiação solar,Comercial (CO),B3,2021-12-01,2024-10-30
GNB29224,LDA RUFREI,1150,SETD GUANABARA,3304557,15037,GUANABARA AEREO,7522.5,208.01,25,25,205.01,208.01,-3.0,-3.0,2.7252907942838154,98.55776164607471,UFV — Radiação solar,Residencial (RE),B1,2021-10-28,2025-08-01
AGR011,LDA AGUIAR,1285,SETD AGUA GRANDE,3304557,15045,AGUA GRANDE AEREO,3075.0,202.87,29,29,204.87,202.87,2.0,2.0,6.662439024390244,100.98585300931632,UFV — Radiação solar,Residencial (RE),B1,2019-10-02,2025-12-23
RCP1260,LDS 1260,10386006,SETD RIO COMPRIDO,3304557,15058,RIO COMPRIDO AEREO,11000.0,203.12,18,18,204.55999999999997,203.11999999999998,1.4399999999999977,1.44,1.8596363636363633,100.70894052776681,UFV — Radiação solar,Comercial (CO),B3,2019-06-25,2025-06-03
TRG678,LDA TRIANA,1204,SETD TRIAGEM,3304557,15024,TRIAGEM AEREO,3865.0,326.922,10,9,204.0,204.0,0.0,-122.922,5.278137128072445,62.40020555361829,UFV — Radiação solar,Comercial (CO),B3,2021-01-21,2025-01-23
MNB020,LDA CASTELAR,18520902,SETD MENA BARRETO,3302858,15057,MENA BARRETO AEREO,6757.5,208.9,39,38,203.9,203.9,0.0,-5.0,3.0173880873103958,97.60651029200574,UFV — Radiação solar,Residencial (RE),B1,2020-01-03,2025-12-31
ALC9946,LDA RIMARAES,10385889,SETD ALDEIA CAMPISTA,3304557,15033,ALDEIA CAMPISTA,5685.0,203.32,28,28,203.32,203.32,0.0,0.0,3.576429199648197,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-02-20,2025-12-22
TER822,LDA AVEOCA,1123,SETD TERRA NOVA,3304557,15044,TERRA NOVA AEREO,10080.0,201.83,16,16,201.82999999999998,201.82999999999998,0.0,-0.0,2.002281746031746,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-07-19,2025-12-17
SRP005,LDA SALITRE,18520803,SETD SARAPUI,3301702,15000,SARAPUI,7500.0,201.15,9,9,201.15,201.15,0.0,0.0,2.682,100.0,UFV — Radiação solar,Residencial (RE),B1,2022-02-03,2025-11-30
CMT29092,LDA CEARA,10386051,SETD CAMPO MARTE,3304557,15047,CAMPO MARTE AEREO,3347.5,201.0,8,8,201.0,201.0,0.0,0.0,6.004480955937266,100.0,UFV — Radiação solar,Comercial (CO),B3,2020-03-25,2025-12-01
ESP015,LDA MARICA,18519958,SETD ESPERANCA,3304557,16899,ESPERANCA AEREO AT/MT,11085.0,433.248,32,31,200.58,200.58,0.0,-232.668,1.8094722598105548,46.2968092178152,UFV — Radiação solar,Residencial (RE),B1,2020-03-04,2025-11-30
PDG33678,LDA BEVI,10385916,SETD PORTA DAGUA,3304557,16902,PORTA DAGUA AEREO,7232.5,204.16,23,23,200.16,204.16,-4.0,-4.0,2.767507777393709,98.04075235109718,UFV — Radiação solar,Residencial (RE),B1,2020-03-12,2025-11-30
CRM0003,LDA ATENAS,280389625,SETD CARMARI,3303500,15691,CARMARI,7402.5,200.0,38,38,200.0,200.0,0.0,0.0,2.701789935832489,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-11-16,2025-11-30
MTC009,LDA TIRICA,1276,SETD MATURACA,3304557,15031,MATURACA AEREO,6737.5,211.2,39,37,199.6,199.6,0.0,-11.6,2.9625231910946197,94.50757575757576,UFV — Radiação solar,Residencial (RE),B1,2019-05-09,2025-11-30
CAM013,LDA BALSA,18520488,SETD CAMARA,3304557,14991,CAMARA,4451.5,200.78,36,36,199.4,200.78,-1.3799999999999955,-1.38,4.479388970010109,99.3126805458711,UFV — Radiação solar,Residencial (RE),B1,2019-09-11,2025-12-04
RAM33377,LDA BRUNINI,1132,SETD RAMOS,3304557,15015,RAMOS AEREO,6675.0,254.906,7,6,199.36,169.36,30.0,-55.546,2.986666666666667,78.209222223094,UFV — Radiação solar,Comercial (CO),B3,2018-01-04,2024-03-26
CAM015,LDA CIDRI,18520488,SETD CAMARA,3304557,14991,CAMARA,8250.0,205.19,29,28,199.19,199.19,0.0,-6.0,2.4144242424242424,97.07588089088162,UFV — Radiação solar,Residencial (RE),B1,2019-04-26,2025-07-03
TRV843,LDA SENADOR,10385898,SETD TROVAO,3304557,15020,TROVAO AEREO,6480.0,222.26,13,12,198.26,198.26,0.0,-24.0,3.059567901234568,89.20183568793306,UFV — Radiação solar,Comercial (CO),B3,2022-02-16,2025-09-15
CLG0014,LDA FERNIZ,1249,SETD COLEGIO,3304557,15021,COLEGIO AEREO,7897.5,200.55,32,32,198.25,200.55,-2.3000000000000114,-2.3,2.5102880658436213,98.85315382697581,UFV — Radiação solar,Residencial (RE),B1,2021-02-19,2025-11-26
CHR005,LDA LAFAY,18520758,SETD CACHAMORRA,3304557,15011,CACHAMORRA,3787.5,197.93,22,22,197.93,197.93,0.0,0.0,5.225874587458746,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-01-17,2025-06-20
AVD33318,LDS 33318,10385943,SETD ALVORADA,3304557,15004,ALVORADA,8820.0,194.75,21,21,197.7,194.75,2.9499999999999886,2.95,2.241496598639456,101.51476251604622,UFV — Radiação solar,Residencial (RE),B1,2020-01-24,2025-09-02
URG29952,LDA ANDARAI,10385979,SETD URUGUAI,3304557,15025,URUGUAI AEREO,7167.5,226.82,37,36,196.82,196.82,0.0,-30.0,2.746006278339728,86.77365311700909,UFV — Radiação solar,Residencial (RE),B1,2019-02-27,2025-11-30
MTC006,LDA SAMOA,1276,SETD MATURACA,3304557,15031,MATURACA AEREO,3247.5,196.4,24,24,196.4,196.4,0.0,0.0,6.047729022324865,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-04-01,2025-07-30
URG29990,LDA MUSSU,10385979,SETD URUGUAI,3304557,15025,URUGUAI AEREO,3855.0,197.77,33,33,194.77,197.77,-3.0,-3.0,5.052399481193255,98.48308641351063,UFV — Radiação solar,Residencial (RE),B1,2019-07-24,2025-11-30
URG29975,LDA MUDA,10385979,SETD URUGUAI,3304557,15025,URUGUAI AEREO,9447.5,194.67,18,18,194.67,194.67,0.0,0.0,2.06054511775602,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-04-13,2025-09-03
VGE3919,LDA GAROPA,1267,SETD VIGARIO GERAL,3304557,15062,VIGARIO GERAL AEREO,7755.0,193.17,8,8,193.17000000000002,193.17000000000002,0.0,0.0,2.4909090909090907,100.0,UFV — Radiação solar,Residencial (RE),B1,2022-06-27,2025-04-25
BAR3320,LDS 30490,10385907,SETD BARRA,3304557,15690,BARRA SUBTERRANEO,6875.0,211.07,15,14,193.07,193.07,0.0,-18.0,2.808290909090909,91.47202349931302,UFV — Radiação solar,Residencial (RE),B1,2019-09-30,2025-10-08
ROS010,LDA TERRA,18519985,SETD ROSALI,3305109,14996,ROSALI,5107.5,192.8,26,26,192.8,192.8,0.0,0.0,3.7748409202153694,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-05-07,2025-07-16
BPD1394,LDS 1394,10385961,SETD BAEPENDI,3304557,15063,BAEPENDI SUBTERRANEO,7600.0,191.15,10,10,191.15,191.15,0.0,0.0,2.5151315789473685,100.0,UFV — Radiação solar,Comercial (CO),B3,2022-11-04,2025-04-09
PDG33647,LDA JAPAGUA,10385916,SETD PORTA DAGUA,3304557,16902,PORTA DAGUA AEREO,17287.5,191.08,28,28,191.08,191.08,0.0,0.0,1.1053073029645697,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-04-17,2025-12-04
RFR005,LSA PINTASSILGO,18520767,SETD ROCHA FREIRE,3303500,15693,ROCHA FREIRE AEREO AT/MT,10207.5,1994.06,15,14,191.06,194.06,-3.0,-1803.0,1.8717609600783738,9.581456927073408,UFV — Radiação solar,Residencial (RE),B1,2020-01-09,2024-12-02
SRP010,LDA MARQUESA,18520803,SETD SARAPUI,3301702,15000,SARAPUI,4732.5,190.38,20,20,190.38,190.38,0.0,0.0,4.022820919175912,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-12-27,2025-04-15
BFG1641,LDS 1641,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,5300.0,194.9,13,12,189.9,189.9,0.0,-5.0,3.5830188679245283,97.4345818368394,UFV — Radiação solar,Comercial (CO),B3,2020-01-31,2025-05-08
VGE3237,LDA DUTRA,1267,SETD VIGARIO GERAL,3304557,15062,VIGARIO GERAL AEREO,4305.0,287.811,22,21,189.73000000000002,190.82999999999998,-1.099999999999966,-98.081,4.407200929152149,65.92173335973956,UFV — Radiação solar,Residencial (RE),B1,2019-10-31,2025-12-12
WLS00012,LDA RODOCENTER,18519994,SETD WASHINGTON LUIS,3301702,15073,WASHINGTON LUIS AEREO,5900.0,186.8,6,6,186.8,186.8,0.0,0.0,3.166101694915254,100.0,UFV — Radiação solar,Comercial (CO),A4,2019-04-17,2025-03-24
ABR013,LDA BERTIOGA,18520731,SETD AREIA BRANCA,3300456,15054,AREIA BRANCA AEREO,6645.0,189.43,25,24,186.43,186.43,0.0,-3.0,2.805568096313017,98.4163015361875,UFV — Radiação solar,Residencial (RE),B1,2021-09-22,2025-11-30
MRT9913,LDA CRISTIANO,1312,SETD MERITI,3305109,14993,MERITI,7935.0,186.37,25,25,186.37,186.37,0.0,0.0,2.348708254568368,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-08-01,2025-06-23
CCD3787,LDA ESPIRITO,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,8167.5,186.32,24,24,186.32,186.32,0.0,0.0,2.2812366085093356,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-09-11,2025-12-31
STC00005,LDA GEORGIA,34192093,SETD SANTA CLARA,3304144,15052,SANTA CLARA AEREO,6712.5,186.11,25,25,186.10999999999999,186.10999999999999,0.0,-0.0,2.772588454376164,99.99999999999999,UFV — Radiação solar,Residencial (RE),B1,2019-07-16,2025-12-05
GDL29735,LDA FRANTELA,1258,SETD GUADALUPE,3304557,15036,GUADALUPE AEREO,6502.5,185.25,6,6,185.25,185.25,0.0,0.0,2.8489042675893885,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-05-14,2025-09-08
BFG3463,LDS 24932/LDS 24844/LRA R VISILVA,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,4825.0,185.0,9,9,185.0,185.0,0.0,0.0,3.8341968911917097,100.0,UFV — Radiação solar,Comercial (CO),B3,2021-06-01,2025-11-30
BAR29386,LDA FREIJO,10385907,SETD BARRA,3304557,15013,BARRA AEREO,12007.5,199.8,25,25,184.8,199.8,-15.0,-15.0,1.5390381011867582,92.49249249249249,UFV — Radiação solar,Residencial (RE),B1,2019-04-29,2025-11-13
AGR006,LDA HENRIQUE,1285,SETD AGUA GRANDE,3304557,15045,AGUA GRANDE AEREO,6930.0,186.29,29,29,184.58999999999997,186.28999999999996,-1.6999999999999886,-1.7,2.663636363636363,99.08744430726286,UFV — Radiação solar,Residencial (RE),B1,2020-03-12,2025-12-08
ABR015,LDA PENABOTO,18520731,SETD AREIA BRANCA,3300456,15054,AREIA BRANCA AEREO,9090.0,188.6,22,21,183.60000000000002,183.60000000000002,0.0,-5.0,2.0198019801980203,97.34888653234361,UFV — Radiação solar,Residencial (RE),B1,2020-01-09,2025-06-04
GDL29969,LDA NAZARE,1258,SETD GUADALUPE,3304557,15036,GUADALUPE AEREO,5485.0,183.55,24,24,183.55,183.55,0.0,0.0,3.3463992707383774,100.0,UFV — Radiação solar,Residencial (RE),B1,2021-05-21,2025-09-10
MNB011,LDA GEVARGAS,18520902,SETD MENA BARRETO,3302858,15057,MENA BARRETO AEREO,8537.5,183.43,24,24,183.43,183.43,0.0,0.0,2.1485212298682286,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-12-18,2025-03-17
DMC739,LDA CARMORAIS,1168,SETD DEMOCRATICOS,3304557,15056,DEMOCRATICOS AEREO,2887.5,183.24,8,8,183.24,183.24,0.0,0.0,6.345974025974026,100.0,UFV — Radiação solar,Residencial (RE),B1,2022-08-30,2025-05-16
MRT9941,LDA CAMPOS,1312,SETD MERITI,3305109,14993,MERITI,5595.0,258.1,31,29,183.10000000000002,182.10000000000002,1.0,-75.0,3.272564789991064,70.94149554436265,UFV — Radiação solar,Residencial (RE),B1,2019-06-13,2025-11-30
MNB00008,LDA GRIZELTA,18520902,SETD MENA BARRETO,3302858,15057,MENA BARRETO AEREO,8210.0,242.54,31,30,182.54000000000002,182.54000000000002,0.0,-60.0,2.2233861144945193,75.26181248453865,UFV — Radiação solar,Residencial (RE),B1,2020-12-07,2025-12-18
JDB1024,LDS 1024/ SALD/ JAR/ MIG/ABDE,10385880,SETD JARDIM BOTANICO,3304557,15071,JARDIM BOTANICO AEREO,6467.5,189.1,25,24,182.11,180.10000000000002,2.009999999999991,-6.99,2.815771163509857,96.30354309888948,UFV — Radiação solar,Residencial (RE),B1,2019-10-25,2025-11-30
CMT29126,LDA BENEDONI,10386051,SETD CAMPO MARTE,3304557,15047,CAMPO MARTE AEREO,3390.0,181.0,4,4,181.0,181.0,0.0,0.0,5.339233038348082,100.0,UFV — Radiação solar,Comercial (CO),B3,2020-03-07,2024-08-16
RCP29472,LDA CAPOTE,10386006,SETD RIO COMPRIDO,3304557,15058,RIO COMPRIDO AEREO,10165.0,256.11,17,16,180.81,181.11,-0.30000000000001137,-75.3,1.7787506148548942,70.598570926555,UFV — Radiação solar,Comercial (CO),B3,2021-03-01,2025-11-30
PCI0009,LDA ICONHA,450101398,SETD PACIENCIA,3304557,16900,PACIENCIA,5317.5,198.32,19,17,180.62,180.62,0.0,-17.7,3.396708979783733,91.07503025413473,UFV — Radiação solar,Residencial (RE),B1,2019-07-09,2025-09-23
SJO0004,LDA LINOSILVA,310718139,SETD SAO JOAO,3301702,15699,SAO JOAO,5265.0,180.46,26,26,180.46,180.46,0.0,0.0,3.427540360873694,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-03-18,2025-11-30
CCD826,LDA VITORINO,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,9622.5,180.31,27,27,180.31,180.31,0.0,0.0,1.8738373603533385,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-06-10,2025-11-30
FND1570,LDS 1570 /LRA HELIO,1222,SETD FUNDAO,3304557,15061,PEDRO ERNESTO AEREO,300.0,180.0,1,1,180.0,180.0,0.0,0.0,60.0,100.0,UFV — Radiação solar,Poder Público (PP),A4,2020-12-12,2020-12-12
PER616,LDA PIZARRO,1240,SETD PEDRO ERNESTO,3304557,15061,PEDRO ERNESTO AEREO,3592.5,179.91,15,15,179.91,179.91,0.0,0.0,5.0079331941544885,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-09-06,2025-12-31
SCO4599,LDA TIMORAPA,10386060,SETD SAO CONRADO,3304557,15053,SAO CONRADO AEREO,4895.0,179.35,18,18,179.35,179.35,0.0,0.0,3.6639427987742597,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-03-22,2025-11-05
CAM010,LDA NELFON,18520488,SETD CAMARA,3304557,14991,CAMARA,8242.5,179.3,17,17,179.3,179.3,0.0,0.0,2.1753108886866848,100.0,UFV — Radiação solar,Comercial (CO),B3,2021-04-30,2025-11-30
LBN00017,LDS 1786,55813421,SETD LEBLON,3304557,14992,LEBLON,4050.0,183.04,24,24,179.04,183.04,-4.0,-4.0,4.420740740740741,97.81468531468532,UFV — Radiação solar,Residencial (RE),B1,2019-09-26,2025-09-15
VGE3529,LDA DIQUE,1267,SETD VIGARIO GERAL,3304557,15062,VIGARIO GERAL AEREO,2850.0,177.75,18,18,177.75,177.75,0.0,0.0,6.2368421052631575,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-01-27,2025-12-01
SRP00016,LDA VITERBO,18520803,SETD SARAPUI,3301702,15000,SARAPUI,6277.5,177.3,20,20,177.3,177.3,0.0,0.0,2.824372759856631,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-06-19,2025-03-21
WLS004,LDA BEMARAL,18519994,SETD WASHINGTON LUIS,3301702,15073,WASHINGTON LUIS AEREO,7340.0,175.0,3,3,175.0,175.0,0.0,0.0,2.3841961852861036,100.0,UFV — Radiação solar,Residencial (RE),B1,2022-05-26,2024-07-26
BPN29881,LDA CENTROA,1159,SETD BRAS DE PINA,3304557,15017,BRAS DE PINA,5392.5,441.335,8,6,173.3,173.3,0.0,-268.035,3.213722763096894,39.26722331109022,UFV — Radiação solar,Comercial (CO),B3,2019-10-16,2025-09-24
TUR009,LDA CONSELHEIRO,1294,SETD TURIACU,3304557,15002,TURIACU,5985.0,173.26,16,16,173.26,173.26,0.0,0.0,2.8949039264828738,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-02-11,2025-05-27
CLG0001,LDA ANAJAS,1249,SETD COLEGIO,3304557,15021,COLEGIO AEREO,10137.5,164.0,26,26,172.39999999999998,164.0,8.399999999999977,8.4,1.7006165228113437,105.12195121951217,UFV — Radiação solar,Residencial (RE),B1,2018-03-09,2025-11-30
CXS009,LDA ASCOLI,18520785,SETD CAXIAS,3301702,15700,CAXIAS AEREO,6887.5,201.42,23,22,171.41999999999996,171.41999999999996,0.0,-30.0,2.4888566243194186,85.10574918081619,UFV — Radiação solar,Residencial (RE),B1,2021-03-09,2025-04-30
LBN00028,LDS 1776,55813421,SETD LEBLON,3304557,14992,LEBLON,13300.0,170.34,21,21,170.34,170.34,0.0,0.0,1.280751879699248,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-08-26,2025-08-12
BPD24420,LDS 24420,10385961,SETD BAEPENDI,3304557,15063,BAEPENDI SUBTERRANEO,6800.0,170.74,17,17,169.68,170.74,-1.0600000000000023,-1.06,2.4952941176470587,99.37917301159658,UFV — Radiação solar,Comercial (CO),B3,2020-01-08,2025-11-30
IMT009,LDA JATOBA,18520929,SETD INMETRO,3301702,14997,INMETRO,1587.5,169.23,10,10,169.23,169.23,0.0,0.0,10.660157480314961,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-06-19,2025-12-15
CLG0012,LDA TANABI,1249,SETD COLEGIO,3304557,15021,COLEGIO AEREO,3570.0,171.3,24,23,168.29999999999998,168.29999999999998,0.0,-3.0,4.714285714285714,98.24868651488616,UFV — Radiação solar,Residencial (RE),B1,2019-08-22,2025-11-10
WLS009,LDA LIMEIRA,18519994,SETD WASHINGTON LUIS,3301702,15073,WASHINGTON LUIS AEREO,9380.0,209.96,12,11,168.15,201.96,-33.81,-41.81,1.7926439232409381,80.08668317774814,UFV — Radiação solar,Comercial (CO),B3,2019-12-30,2025-12-04
SMT33668,LDS 33668/OLINDA,10385997,SETD SAMARITANO,3304557,15078,SAMARITANO AEREO URBANO,5477.5,167.83,24,24,167.83,167.83,0.0,0.0,3.063989046097672,99.99999999999999,UFV — Radiação solar,Residencial (RE),B1,2020-01-21,2025-03-14
FND4304,LDS 4304 / LRA GALEAO,1222,SETD FUNDAO,3304557,15040,GOVERNADOR AEREO,6060.0,415.18,8,7,167.01999999999998,167.01999999999998,0.0,-248.16,2.756105610561056,40.22833469820319,UFV — Radiação solar,Comercial (CO),B3,2021-03-29,2025-05-26
CBI24963,LDA LEUGIM,1141,SETD CACHAMBI,3304557,15027,CACHAMBI AEREO,5682.5,177.83,21,21,166.82999999999998,177.82999999999998,-11.0,-11.0,2.935855697316322,93.81431704436821,UFV — Radiação solar,Residencial (RE),B1,2021-06-25,2025-11-30
URG30000,LDS 30000,10385979,SETD URUGUAI,3304557,15025,URUGUAI AEREO,9612.5,176.78,26,25,166.78,166.78,0.0,-10.0,1.7350325097529258,94.34325149903835,UFV — Radiação solar,Residencial (RE),B1,2020-09-12,2025-09-23
VGE00001,LDA FONSECA,1267,SETD VIGARIO GERAL,3304557,15062,VIGARIO GERAL AEREO,9300.0,168.06,21,21,165.7,168.06,-2.3600000000000136,-2.36,1.781720430107527,98.59573961680353,UFV — Radiação solar,Residencial (RE),B1,2020-03-31,2025-08-15
AVD0002,LDS 30301,10385943,SETD ALVORADA,3304557,15004,ALVORADA,11305.0,165.62,19,19,165.62,165.62,0.0,0.0,1.465015479876161,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-12-09,2025-12-04
GVD3849,LDS 30426 E 24789 SHOPPING,1213,SETD GOVERNADOR,3304557,15040,GOVERNADOR AEREO,4000.0,164.5,5,5,164.5,164.5,0.0,0.0,4.1125,100.0,UFV — Radiação solar,Comercial (CO),B3,2023-04-14,2025-06-20
REC00005,LDA RECORD,132097219,SETD RECREIO,3304557,14999,RECREIO,2257.5,176.33,35,34,164.14,169.04999999999998,-4.909999999999997,-12.19,7.270874861572536,93.08682583791753,UFV — Radiação solar,Residencial (RE),B1,2020-10-08,2025-11-30
AFR008,LDA TAMARINDO/JANAR,18520461,SETD ARI FRANCO,3304557,15010,ARI FRANCO,6275.0,164.88,21,21,163.98000000000002,164.88,-0.8999999999999773,-0.9,2.6132270916334663,99.45414847161572,UFV — Radiação solar,Residencial (RE),B1,2019-01-16,2025-11-27
BMT29804,LDA AQUIDABA,1195,SETD BOCA DO MATO,3304557,15055,BOCA DO MATO AEREO,5422.5,163.78,30,30,163.78,163.78,0.0,0.0,3.0203780544029506,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-04-11,2025-12-10
CXS017,LDA IPOLIS,18520785,SETD CAXIAS,3301702,15700,CAXIAS AEREO,6720.0,163.68,23,23,163.67999999999998,163.67999999999998,0.0,-0.0,2.4357142857142855,99.99999999999999,UFV — Radiação solar,Residencial (RE),B1,2020-03-12,2025-05-23
PER794,LDA FILOMENA,1240,SETD PEDRO ERNESTO,3304557,15061,PEDRO ERNESTO AEREO,7770.0,163.54,24,24,163.54000000000002,163.54000000000002,0.0,0.0,2.104761904761905,100.00000000000001,UFV — Radiação solar,Residencial (RE),B1,2021-05-21,2025-11-30
MRT29825,LDA NICE,1312,SETD MERITI,3305109,14993,MERITI,7770.0,163.23,21,21,163.23,163.23,0.0,0.0,2.1007722007722007,100.0,UFV — Radiação solar,Residencial (RE),B1,2021-07-09,2025-08-12
PVN9897,LDA RAMIZ,1303,SETD PAVUNA,3304557,14994,PAVUNA,5835.0,173.01,23,23,163.01000000000002,173.01000000000002,-10.0,-10.0,2.7936589545844046,94.21998728397205,UFV — Radiação solar,Residencial (RE),B1,2021-06-16,2025-11-30
PVN70296,LDA FRANKLIN,1303,SETD PAVUNA,3304557,14994,PAVUNA,5872.5,162.44,31,31,162.44000000000003,162.44000000000003,0.0,0.0,2.7661132396764585,100.00000000000001,UFV — Radiação solar,Residencial (RE),B1,2020-01-14,2025-11-30
CCD34456,LDA REGO,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,8370.0,191.39,17,16,161.39,161.39,0.0,-30.0,1.928195937873357,84.32519985370186,UFV — Radiação solar,Residencial (RE),B1,2021-03-02,2025-06-06
JAB00023,LDA INHOAIBA,18520749,SETD JABOATAO,3304557,15029,JABOATAO AEREO,13707.5,161.35,16,16,161.35,161.35,0.0,0.0,1.1770928323910268,100.0,UFV — Radiação solar,Residencial (RE),B1,2021-09-15,2025-11-30
CUR00001,LDA VILAPAN,10386042,SETD CURICICA,3304557,16901,CURICICA AEREO,4182.5,166.53,15,14,160.89,160.89,0.0,-5.64,3.8467423789599517,96.61322284273103,UFV — Radiação solar,Residencial (RE),B1,2020-03-03,2025-09-22
FCN929,LDA SILVESTRE,10386105,SETD FREI CANECA,3304557,15049,FREI CANECA AEREO,7125.0,160.75,10,10,160.75,160.75,0.0,0.0,2.256140350877193,100.0,UFV — Radiação solar,Comercial (CO),B3,2021-05-04,2025-08-20
BFG24907,LDS 24907,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,1640.0,160.69,5,5,160.69,160.69,0.0,0.0,9.798170731707318,100.0,UFV — Radiação solar,Comercial (CO),B3,2022-07-12,2025-04-14
FND1320,LDS 1320 / LRA HORACIO,1222,SETD FUNDAO,3304557,15061,PEDRO ERNESTO AEREO,2080.0,159.99,18,18,159.99,159.99,0.0,0.0,7.691826923076923,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-02-17,2025-11-07
PER781,LDA CARLINA,1240,SETD PEDRO ERNESTO,3304557,15061,PEDRO ERNESTO AEREO,10410.0,261.69,33,30,159.69,163.69,-4.0,-102.0,1.5340057636887607,61.02258397340365,UFV — Radiação solar,Residencial (RE),B1,2019-09-05,2025-08-29
SJO0010,LDA GERANIOS,310718139,SETD SAO JOAO,3301702,15699,SAO JOAO,6247.5,159.68,14,14,159.68,159.68,0.0,0.0,2.5559023609443776,100.0,UFV — Radiação solar,Residencial (RE),B1,2021-02-08,2025-12-01
CMR33090,LDA SILVINO,10386015,SETD CAMERINO,3304557,15068,CAMERINO AEREO URBANO,5075.0,159.2,4,4,159.2,159.2,0.0,0.0,3.1369458128078813,100.0,UFV — Radiação solar,Comercial (CO),A4,2022-03-18,2025-09-30
RCP3677,LDA FELIX,10386006,SETD RIO COMPRIDO,3304557,15058,RIO COMPRIDO AEREO,5267.5,163.49,18,17,158.99,158.99,0.0,-4.5,3.0183198860939724,97.24753807572328,UFV — Radiação solar,Comercial (CO),B3,2020-07-27,2025-12-08
SJO0007,LDA BRASCUBAS,310718139,SETD SAO JOAO,3301702,15699,SAO JOAO,7762.5,164.57,28,27,158.97,154.57,4.400000000000006,-5.6,2.0479227053140097,96.59719268396428,UFV — Radiação solar,Residencial (RE),B1,2019-05-28,2025-05-15
URG29944,LDA SAMIGUE,10385979,SETD URUGUAI,3304557,15025,URUGUAI AEREO,6877.5,158.26,14,14,158.26000000000002,158.26000000000002,0.0,0.0,2.3011268629589243,100.00000000000001,UFV — Radiação solar,Residencial (RE),B1,2020-11-19,2025-06-26
