CTMT_A,CTMT_B,SUB_A,SUB_B,SUB_NOME_A,SUB_NOME_B,CONJ_A,CONJ_B,CONJ_NOME_A,CONJ_NOME_B,n_ties_campo,n_ties_telecomandadas,chaves,chaves_telecomandadas
SCI006,SCI008,18520299,18520299,SETD SANTA CECILIA,SETD SANTA CECILIA,15090,15090,SANTA CECILIA AEREO MT/MT,SANTA CECILIA AEREO MT/MT,2,0,20842077;20842126,
SDD001,VRD017,18520398,18520470,SETD SAUDADE,SETD VOLTA REDONDA,15001,15086,SAUDADE,VOLTA REDONDA AEREO MT/MT,2,0,20731248;20731262,
SJO0004,SJO0007,310718139,310718139,SETD SAO JOAO,SETD SAO JOAO,15699,15699,SAO JOAO,SAO JOAO,2,0,108440707;113520688,
SJO0005,SJO0007,310718139,310718139,SETD SAO JOAO,SETD SAO JOAO,15699,15699,SAO JOAO,SAO JOAO,2,0,278315645;45117302,
SJO0010,SJO0012,310718139,310718139,SETD SAO JOAO,SETD SAO JOAO,15699,15699,SAO JOAO,SAO JOAO,2,0,20682353;20682416,
SJO0012,SJO0013,310718139,310718139,SETD SAO JOAO,SETD SAO JOAO,15699,15699,SAO JOAO,SAO JOAO,2,0,20677236;37388406,
SPC001,SPC002,18520614,18520614,SETD SAPUCAIA,SETD SAPUCAIA,15091,15091,SAPUCAIA,SAPUCAIA,2,0,20774670;20776273,
SRD0005,SRD004,18521154,18521154,SETD SEROPEDICA,SETD SEROPEDICA,15043,15043,SEROPEDICA AEREO,SEROPEDICA AEREO,2,0,20818257;514957951,
SRP00016,SRP006,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,2,0,20776000;96186493,
SRP001,SRP008,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,2,0,20671202;39810114,
SRP002,SRP006,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,2,0,20729386;20729414,
SRP002,SRP010,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,2,0,20729246;20729379,
SRP005,VTL005,18520803,18520794,SETD SARAPUI,SETD VILAR DOS TELES,15000,15072,SARAPUI,VILAR DOS TELES AEREO,2,0,20681317;20789975,
SRP014,VTL005,18520803,18520794,SETD SARAPUI,SETD VILAR DOS TELES,15000,15072,SARAPUI,VILAR DOS TELES AEREO,2,0,20789961;20790094,
STS001,STS005,18521136,18521136,SETD SANTISSIMO,SETD SANTISSIMO,15042,15042,SANTISSIMO AEREO,SANTISSIMO AEREO,2,0,20687995;20724983,
STS005,STS006,18521136,18521136,SETD SANTISSIMO,SETD SANTISSIMO,15042,15042,SANTISSIMO AEREO,SANTISSIMO AEREO,2,0,20662239;20711949,
TER12912,TER822,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,2,0,1615963;697358498,
TQR00002,TQR00007,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,2,0,159118523;460269752,
TQR00002,TQR0009,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,2,0,258786514;457023343,
TQR00004,TQR00005,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,2,0,11025465;454051889,
TQR00004,TQR0009,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,2,0,11052885;255514506,
TQR0009,TQR60096,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,2,0,11007921;461755505,
TQR33830,TQR33862,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,2,0,137253951;23084918,
TQR33835,TQR60088,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,2,0,11052759;118759270,
TRG275,TRG316,1204,1204,SETD TRIAGEM,SETD TRIAGEM,,,,,2,0,1618567;1620947,
TRG678,TRG729,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,2,0,1586493;536410817,
TRG708,TRG872,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,2,0,1602138;1602215,
TRG729,TRG783,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,2,0,1600885;1607927,
TRG783,TRG904,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,2,0,1600836;654319726,
TRG813,TRG904,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,2,0,1587571;1587578,
TRS001,TRS009,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15088,TRES RIOS AEREO AT/MT,TRES RIOS AEREO MT/MT,2,0,20769900;20770012,
TRV607,TRV843,10385898,10385898,SETD TROVAO,SETD TROVAO,15020,15020,TROVAO AEREO,TROVAO AEREO,2,0,11118554;11118624,
TRV626,TRV843,10385898,10385898,SETD TROVAO,SETD TROVAO,15020,15020,TROVAO AEREO,TROVAO AEREO,2,0,11056007;11056112,
TRV626,TRV856,10385898,10385898,SETD TROVAO,SETD TROVAO,15020,15020,TROVAO AEREO,TROVAO AEREO,2,0,11056084;11094938,
TRV843,TRV856,10385898,10385898,SETD TROVAO,SETD TROVAO,15020,15020,TROVAO AEREO,TROVAO AEREO,2,0,11152116;248480941,
TRV875,TRV964,10385898,10385898,SETD TROVAO,SETD TROVAO,15020,15020,TROVAO AEREO,TROVAO AEREO,2,0,11136721;998312160,
TUR002,TUR009,1294,1294,SETD TURIACU,SETD TURIACU,15002,15002,TURIACU,TURIACU,2,0,1626638;1626680,
URG29944,URG29952,10385979,10385979,SETD URUGUAI,SETD URUGUAI,15025,15025,URUGUAI AEREO,URUGUAI AEREO,2,0,11137974;11137988,
URG29968,URG29975,10385979,10385979,SETD URUGUAI,SETD URUGUAI,15025,15025,URUGUAI AEREO,URUGUAI AEREO,2,0,11037217;11117252,
VGE3154,VGE3919,1267,1267,SETD VIGARIO GERAL,SETD VIGARIO GERAL,15062,15062,VIGARIO GERAL AEREO,VIGARIO GERAL AEREO,2,0,1609929;1609950,
VGE3154,VGE3947,1267,1267,SETD VIGARIO GERAL,SETD VIGARIO GERAL,15062,15062,VIGARIO GERAL AEREO,VIGARIO GERAL AEREO,2,0,1594522;1609929,
VGE35061,VGE3890,1267,1267,SETD VIGARIO GERAL,SETD VIGARIO GERAL,15062,15062,VIGARIO GERAL AEREO,VIGARIO GERAL AEREO,2,0,10365158;1629529,
VGE3665,VGE3758,1267,1267,SETD VIGARIO GERAL,SETD VIGARIO GERAL,15062,15062,VIGARIO GERAL AEREO,VIGARIO GERAL AEREO,2,0,1599289;1632553,
VGE3703,VGE3740,1267,1267,SETD VIGARIO GERAL,SETD VIGARIO GERAL,15062,15062,VIGARIO GERAL AEREO,VIGARIO GERAL AEREO,2,0,1594403;1594459,
VGE3703,VGE3834,1267,1267,SETD VIGARIO GERAL,SETD VIGARIO GERAL,15062,15062,VIGARIO GERAL AEREO,VIGARIO GERAL AEREO,2,0,1594354;1594494,
VRD001,VRD005,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,15084,15084,VOLTA REDONDA AEREO AT/MT,VOLTA REDONDA AEREO AT/MT,2,0,148619692;20739095,
VRD002,VRD007,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,15084,14995,VOLTA REDONDA AEREO AT/MT,RETIRO,2,0,20803729;230982883,
VRD0022,VRD012,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,15084,15084,VOLTA REDONDA AEREO AT/MT,VOLTA REDONDA AEREO AT/MT,2,0,486823890;710966219,
VRD007,VRD012,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,14995,15084,RETIRO,VOLTA REDONDA AEREO AT/MT,2,0,20710206;20803925,
VRD008,VRD014,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,15084,15084,VOLTA REDONDA AEREO AT/MT,VOLTA REDONDA AEREO AT/MT,2,0,20769578;801531029,
VRD009,VRD010,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,15084,15084,VOLTA REDONDA AEREO AT/MT,VOLTA REDONDA AEREO AT/MT,2,0,463275385;512987404,
VTL002,VTL006,18520794,18520794,SETD VILAR DOS TELES,SETD VILAR DOS TELES,15072,15072,VILAR DOS TELES AEREO,VILAR DOS TELES AEREO,2,0,329500203;492895482,
VTL005,VTL010,18520794,18520794,SETD VILAR DOS TELES,SETD VILAR DOS TELES,15072,15072,VILAR DOS TELES AEREO,VILAR DOS TELES AEREO,2,0,132294063;20716912,
VTL014,VTL3781,18520794,18520794,SETD VILAR DOS TELES,SETD VILAR DOS TELES,15072,15072,VILAR DOS TELES AEREO,VILAR DOS TELES AEREO,2,0,20732746;20732809,
VVQ33140,VVQ9892,1177,1177,SETD VILA VALQUEIRE,SETD VILA VALQUEIRE,15032,15032,VILA VALQUEIRE,VILA VALQUEIRE,2,0,117591230;1622088,
VVQ33140,VVQ9973,1177,1177,SETD VILA VALQUEIRE,SETD VILA VALQUEIRE,15032,15032,VILA VALQUEIRE,VILA VALQUEIRE,2,0,1014843970;1584869,
VVQ33460,VVQ9922,1177,1177,SETD VILA VALQUEIRE,SETD VILA VALQUEIRE,15032,15032,VILA VALQUEIRE,VILA VALQUEIRE,2,0,117531105;117586913,
VVQ9884,VVQ9951,1177,1177,SETD VILA VALQUEIRE,SETD VILA VALQUEIRE,15032,15032,VILA VALQUEIRE,VILA VALQUEIRE,2,0,1588033;1588103,
WLS00011,WLS00012,18519994,18519994,SETD WASHINGTON LUIS,SETD WASHINGTON LUIS,15073,15073,WASHINGTON LUIS AEREO,WASHINGTON LUIS AEREO,2,0,20806144;20806186,
WLS00014,WLS008,18519994,18519994,SETD WASHINGTON LUIS,SETD WASHINGTON LUIS,15073,15073,WASHINGTON LUIS AEREO,WASHINGTON LUIS AEREO,2,0,20728168;20728196,
WLS003,WLS009,18519994,18519994,SETD WASHINGTON LUIS,SETD WASHINGTON LUIS,15073,15073,WASHINGTON LUIS AEREO,WASHINGTON LUIS AEREO,2,0,25809429;561865658,
ABR00019,ABR001,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,1,689942855,689942855
ABR015,VTL014,18520731,18520794,SETD AREIA BRANCA,SETD VILAR DOS TELES,15054,15072,AREIA BRANCA AEREO,VILAR DOS TELES AEREO,1,1,690187599,690187599
AFR001,AFR014,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,1,1,646547639,646547639
AFR003,STS006,18520461,18521136,SETD ARI FRANCO,SETD SANTISSIMO,15010,15042,ARI FRANCO,SANTISSIMO AEREO,1,1,502900519,502900519
ALC33118,ALC868,10385889,10385889,SETD ALDEIA CAMPISTA,SETD ALDEIA CAMPISTA,15033,15033,ALDEIA CAMPISTA,ALDEIA CAMPISTA,1,1,671585961,671585961
AVD30282,ITP0003,10385943,10385988,SETD ALVORADA,SETD ITAPEBA,15004,15066,ALVORADA,ITAPEBA AEREO URBANO,1,1,51249109,51249109
BAR29680,BAR4472,10385907,10385907,SETD BARRA,SETD BARRA,15689,15013,BARRA 2,BARRA AEREO,1,1,32673308,32673308
BFG24750,BFG24942,10385934,10385934,SETD BOTAFOGO,SETD BOTAFOGO,15064,15064,BOTAFOGO SUBTERRANEO,BOTAFOGO SUBTERRANEO,1,1,25180968,25180968
BFG24750,BFG3931,10385934,10385934,SETD BOTAFOGO,SETD BOTAFOGO,15064,15064,BOTAFOGO SUBTERRANEO,BOTAFOGO SUBTERRANEO,1,1,10918561,10918561
BMT0001,CBI33798,1195,1141,SETD BOCA DO MATO,SETD CACHAMBI,14998,15027,PIEDADE,CACHAMBI AEREO,1,1,1005568994,1005568994
BMT29601,BMT29833,1195,1195,SETD BOCA DO MATO,SETD BOCA DO MATO,15055,15055,BOCA DO MATO AEREO,BOCA DO MATO AEREO,1,1,705929382,705929382
BMT29601,PDD3984,1195,1231,SETD BOCA DO MATO,SETD PIEDADE,15055,14998,BOCA DO MATO AEREO,PIEDADE,1,1,1005684936,1005684936
BMT29804,BMT29833,1195,1195,SETD BOCA DO MATO,SETD BOCA DO MATO,15055,15055,BOCA DO MATO AEREO,BOCA DO MATO AEREO,1,1,142947283,142947283
BPN33195,PER794,1159,1240,SETD BRAS DE PINA,SETD PEDRO ERNESTO,15017,15061,BRAS DE PINA,PEDRO ERNESTO AEREO,1,1,137940710,137940710
BRI00005,SRD002,18521208,18521154,SETD BRISAMAR,SETD SEROPEDICA,15006,15043,BRISA MAR,SEROPEDICA AEREO,1,1,1006337621,1006337621
CBI24876,CBI33795,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,1,1,745249531,745249531
CBI24955,TRG636,1141,1204,SETD CACHAMBI,SETD TRIAGEM,15027,15024,CACHAMBI AEREO,TRIAGEM AEREO,1,1,798774358,798774358
CCD237,TQR00002,1186,10385871,SETD CASCADURA,SETD TAQUARA,15034,15023,CASCADURA AEREO,TAQUARA AEREO,1,1,653795960,653795960
CCD255,TQR0009,1186,10385871,SETD CASCADURA,SETD TAQUARA,,15023,,TAQUARA AEREO,1,1,764658419,764658419
CCD292,CLG0003,1186,1249,SETD CASCADURA,SETD COLEGIO,,15021,,COLEGIO AEREO,1,1,964084648,964084648
CCD815,VVQ9884,1186,1177,SETD CASCADURA,SETD VILA VALQUEIRE,15034,15032,CASCADURA AEREO,VILA VALQUEIRE,1,1,514266727,514266727
CHR0003,CHR004,18520758,18520758,SETD CACHAMORRA,SETD CACHAMORRA,15011,15011,CACHAMORRA,CACHAMORRA,1,1,702816227,702816227
CHR0003,CHR017,18520758,18520758,SETD CACHAMORRA,SETD CACHAMORRA,15011,15011,CACHAMORRA,CACHAMORRA,1,1,23952824,23952824
CHR0006,CHR013,18520758,18520758,SETD CACHAMORRA,SETD CACHAMORRA,15011,15011,CACHAMORRA,CACHAMORRA,1,1,525589979,525589979
CHR0006,CHR020,18520758,18520758,SETD CACHAMORRA,SETD CACHAMORRA,15011,15011,CACHAMORRA,CACHAMORRA,1,1,741629698,741629698
CHR0007,STS001,18520758,18521136,SETD CACHAMORRA,SETD SANTISSIMO,15029,15042,JABOATAO AEREO,SANTISSIMO AEREO,1,1,756096174,756096174
CHR0014,JAB00005,18520758,18520749,SETD CACHAMORRA,SETD JABOATAO,15011,15029,CACHAMORRA,JABOATAO AEREO,1,1,933665958,933665958
CHR008,CHR021,18520758,18520758,SETD CACHAMORRA,SETD CACHAMORRA,15011,15011,CACHAMORRA,CACHAMORRA,1,1,25189932,25189932
CHR009,CHR024,18520758,18520758,SETD CACHAMORRA,SETD CACHAMORRA,15011,15011,CACHAMORRA,CACHAMORRA,1,1,611006143,611006143
CHR013,STS001,18520758,18521136,SETD CACHAMORRA,SETD SANTISSIMO,15011,15042,CACHAMORRA,SANTISSIMO AEREO,1,1,740972740,740972740
CLG0009,TUR002,1249,1294,SETD COLEGIO,SETD TURIACU,15021,15002,COLEGIO AEREO,TURIACU,1,1,992030044,992030044
CMS014,JAB00023,18520839,18520749,SETD COSMOS,SETD JABOATAO,16897,15029,COSMOS,JABOATAO AEREO,1,1,685610099,685610099
CMT29124,TRV634,10386051,10385898,SETD CAMPO MARTE,SETD TROVAO,15047,15020,CAMPO MARTE AEREO,TROVAO AEREO,1,1,482126207,482126207
CMT29137,CMT29278,10386051,10386051,SETD CAMPO MARTE,SETD CAMPO MARTE,15047,15047,CAMPO MARTE AEREO,CAMPO MARTE AEREO,1,1,1007248041,1007248041
CRO007,MNB013,18521055,18520902,SETD COELHO DA ROCHA,SETD MENA BARRETO,15035,15057,COELHO DA ROCHA,MENA BARRETO AEREO,1,1,631703293,631703293
CUR33332,TQR33826,10386042,10385871,SETD CURICICA,SETD TAQUARA,16901,15023,CURICICA AEREO,TAQUARA AEREO,1,1,512617965,512617965
ESP003,ESP018,18519958,18519958,SETD ESPERANCA,SETD ESPERANCA,16899,15070,ESPERANCA AEREO AT/MT,ESPERANCA AEREO MT/MT,1,1,776389613,776389613
ESP016,MTO0003,18519958,29148432,SETD ESPERANCA,SETD MATO ALTO,16899,16898,ESPERANCA AEREO AT/MT,MATO ALTO,1,1,702833405,702833405
ESP017,PCI0007,18519958,450101398,SETD ESPERANCA,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,1,1,691961014,691961014
FCN646,FCN830,10386105,10386105,SETD FREI CANECA,SETD FREI CANECA,15049,15049,FREI CANECA AEREO,FREI CANECA AEREO,1,1,769588009,769588009
FCN646,FCN929,10386105,10386105,SETD FREI CANECA,SETD FREI CANECA,15049,15049,FREI CANECA AEREO,FREI CANECA AEREO,1,1,996474291,996474291
GDL29969,PVN0005,1258,1303,SETD GUADALUPE,SETD PAVUNA,15036,14994,GUADALUPE AEREO,PAVUNA,1,1,463262544,463262544
ITP0004,REC6,10385988,132097219,SETD ITAPEBA,SETD RECREIO,15066,14999,ITAPEBA AEREO URBANO,RECREIO,1,1,29463588,29463588
ITP33382,REC7,10385988,132097219,SETD ITAPEBA,SETD RECREIO,15066,14999,ITAPEBA AEREO URBANO,RECREIO,1,1,960597918,960597918
ITP33396,REC00008,10385988,132097219,SETD ITAPEBA,SETD RECREIO,15066,14999,ITAPEBA AEREO URBANO,RECREIO,1,1,587844307,587844307
JAB00005,JAB00016,18520749,18520749,SETD JABOATAO,SETD JABOATAO,15029,15029,JABOATAO AEREO,JABOATAO AEREO,1,1,25177309,25177309
JAB009,JAB015,18520749,18520749,SETD JABOATAO,SETD JABOATAO,15029,15029,JABOATAO AEREO,JABOATAO AEREO,1,1,765070682,765070682
JDB625,SCO33654,10385880,10386060,SETD JARDIM BOTANICO,SETD SAO CONRADO,15071,15053,JARDIM BOTANICO AEREO,SAO CONRADO AEREO,1,1,466122599,466122599
MNB013,MNB017,18520902,18520902,SETD MENA BARRETO,SETD MENA BARRETO,15057,15057,MENA BARRETO AEREO,MENA BARRETO AEREO,1,1,1002399969,1002399969
MRT0002,SJO0007,1312,310718139,SETD MERITI,SETD SAO JOAO,14993,15699,MERITI,SAO JOAO,1,1,759303880,759303880
MRT3930,MRT9941,1312,1312,SETD MERITI,SETD MERITI,14993,14993,MERITI,MERITI,1,1,941333378,941333378
MRT9954,VGE3890,1312,1267,SETD MERITI,SETD VIGARIO GERAL,14993,15062,MERITI,VIGARIO GERAL AEREO,1,1,987169132,987169132
MTC003,MTC007,1276,1276,SETD MATURACA,SETD MATURACA,15031,15031,MATURACA AEREO,MATURACA AEREO,1,1,534380347,534380347
NIG0004,NIG007,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,1,402128952,402128952
NIG025,RFR005,18519976,18520767,SETD NOVA IGUACU,SETD ROCHA FREIRE,15692,15693,NOVA IGUACU,ROCHA FREIRE AEREO AT/MT,1,1,23909071,23909071
PDG208,TQR0006,10385916,10385871,SETD PORTA DAGUA,SETD TAQUARA,,15023,,TAQUARA AEREO,1,1,971727982,971727982
PDG219,PDG33010,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,1,381526195,381526195
PDG222,PDG33670,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,1,470068546,470068546
PDG33010,TQR00005,10385916,10385871,SETD PORTA DAGUA,SETD TAQUARA,16902,15023,PORTA DAGUA AEREO,TAQUARA AEREO,1,1,990947932,990947932
PMG00019,PMG001,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,1,757843836,757843836
PMG00019,PMG013,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,1,581935834,581935834
PMG001,PMG011,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,1,580415748,580415748
REC0012,REC0013,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,1,1,688834950,688834950
REC0017,REC37476,132097219,132097219,SETD RECREIO,SETD RECREIO,,15690,,BARRA SUBTERRANEO,1,1,574279727,574279727
RTO006,VRD015,18520875,18520470,SETD RETIRO,SETD VOLTA REDONDA,14995,15086,RETIRO,VOLTA REDONDA AEREO MT/MT,1,1,793217826,793217826
RTO011,RTO014,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,1,1,490745678,490745678
STC00009,STC0014,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,1,1,668107889,668107889
VGE3825,VGE3834,1267,1267,SETD VIGARIO GERAL,SETD VIGARIO GERAL,15062,15062,VIGARIO GERAL AEREO,VIGARIO GERAL AEREO,1,1,109316711,109316711
VRD016,VRD018,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,,15084,,VOLTA REDONDA AEREO AT/MT,1,1,1004516954,1004516954
ABR00019,ABR005,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,107531080,
ABR00019,ABR016,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,111610156,
ABR00019,ABR017,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,20821078,
ABR00020,ABR002,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,20661721,
ABR00020,ABR017,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,112649041,
ABR00021,ABR010,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,684463666,
ABR001,ABR017,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,20702793,
ABR001,RFR007,18520731,18520767,SETD AREIA BRANCA,SETD ROCHA FREIRE,15054,15693,AREIA BRANCA AEREO,ROCHA FREIRE AEREO AT/MT,1,0,20703059,
ABR002,ABR007,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,20661875,
ABR003,ABR007,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,20747673,
ABR003,ABR010,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,20747666,
ABR003,NIG010,18520731,18519976,SETD AREIA BRANCA,SETD NOVA IGUACU,15054,15692,AREIA BRANCA AEREO,NOVA IGUACU,1,0,20709436,
ABR005,ABR008,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,20780711,
ABR005,ABR012,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,20821099,
ABR007,CRO0013,18520731,18521055,SETD AREIA BRANCA,SETD COELHO DA ROCHA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,20761049,
ABR010,ABR015,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,20720636,
ABR012,ABR016,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,20821106,
ABR014,CRO006,18520731,18521055,SETD AREIA BRANCA,SETD COELHO DA ROCHA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,1,0,20802931,
ABR014,NIG011,18520731,18519976,SETD AREIA BRANCA,SETD NOVA IGUACU,15054,15692,AREIA BRANCA AEREO,NOVA IGUACU,1,0,20745846,
AFR001,AFR003,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,1,0,20670747,
AFR001,AFR005,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,1,0,294972064,
AFR002,CAM001,18520461,18520488,SETD ARI FRANCO,SETD CAMARA,15010,14991,ARI FRANCO,CAMARA,1,0,20805948,
AFR003,AFR005,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,1,0,20774516,
AFR003,AFR009,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,1,0,424496323,
AFR003,AFR012,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,1,0,20774516,
AFR003,AFR014,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,1,0,20789058,
AFR003,AFR015,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,1,0,20717913,
AFR004,AFR009,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,1,0,20687946,
AFR005,AFR014,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,1,0,20806025,
AFR005,CAM002,18520461,18520488,SETD ARI FRANCO,SETD CAMARA,15010,14991,ARI FRANCO,CAMARA,1,0,295199711,
AFR005,PMG00019,18520461,18520479,SETD ARI FRANCO,SETD PADRE MIGUEL,15010,15019,ARI FRANCO,PADRE MIGUEL,1,0,20778408,
AFR007,AFR008,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,1,0,20670761,
AFR008,CAM001,18520461,18520488,SETD ARI FRANCO,SETD CAMARA,15010,14991,ARI FRANCO,CAMARA,1,0,20805885,
AFR010,CAM002,18520461,18520488,SETD ARI FRANCO,SETD CAMARA,15010,14991,ARI FRANCO,CAMARA,1,0,20744985,
AFR010,CAM020,18520461,18520488,SETD ARI FRANCO,SETD CAMARA,15010,14991,ARI FRANCO,CAMARA,1,0,530240410,
AFR011,CAM002,18520461,18520488,SETD ARI FRANCO,SETD CAMARA,15010,14991,ARI FRANCO,CAMARA,1,0,20675367,
AFR013,AFR015,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,1,0,39376039,
